text,label
a black cat is inside a white toilet in a bathroom.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
city street with parked cars and a bench.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
the home office space seems to be very clean.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a man in a wheelchair and another sitting in the middle of a table.<|endoftext|><|endoftext|><|endoftext|><|endofte,0
a man sits with a traditionally decorated cow and a young girl on a bicycle.<|endoftext|><|endoftext|><|endoftext|>,0
rows of motor bikes and helmets in a crowd.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a cute kitten is sitting in a dishwasher.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a messy bathroom countertop perched atop black cabinets.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a man getting a drink from a water bottle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
an open food container box with four unknown food items on the lid.<|endoftext|><|endoftext|><|endoftext|><|endofte,0
an old teal colored car parked on a sidewalk.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a beautiful dessert waiting to be shared by a group of people.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a woman sitting on a bench and a man sitting on a bus.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a person holding a skateboard overlooks a blue lake.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a group of motorcycle riders driving past buildings.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a bathroom with a sink and shower curtain.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a random plane in the sky flying alone.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
an airplane flying high in the blue sky.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a woman sitting on a bench in the middle of a busy street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a brown and black horse in the middle of a race.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a brown purse is sitting on a green table.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
"this is an advanced toilet with a sink, toilet, and toilet seat.<|endoftext|><|endoftext|><|endoftext|><|endoftext|",0
half of a white cake with coconuts on it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
an old toilet with a hello kitty on the side.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
office space with office equipment on desk top<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
two husky's hanging out of the door of a bathroom.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
the back door with a window in the background<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
jet liner flying off into the distance on a race track<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a cat eating a bird it has caught.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a woman is walking a dog in the street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
cars try to maneuver into parking spaces along the street. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
dogs stick their heads out of car windows and into the blue sky.<|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a person sits on a patch of grass.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a tiny bathroom with only a toilet and a sink.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a little girl in a public bathroom for one of the people on the train.<|endoftext|><|endoftext|><|endoftext|><|endo,0
a close-up picture of a toilet with a sink and a mirror.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a boy drinking water from a toilet water bottle<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a picture of a man playing a violin with a woman.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a shot of an elderly man inside a kitchen<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a small and crowded bathroom with little furnishing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a trio of dogs sitting in their owner's lap.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
a cat in between two cars in a snow covered area. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a small car is parked in front of a small building.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a woman sitting on a bench and a man sitting near her.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a woman and her dog walking down a street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a door with a sticker of a cat on it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
an office cubicle with multiple computers in it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a pinewood and green modern themed bathroom<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a man is playing violin in his kitchen.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
an old man is wearing an odd hat and a red shirt.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a kitchen is shown with wooden cabinets and a refrigerator.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a group of people riding mopeds on a street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
a person walking in the rain on the road.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a recently remodeled kitchen with marble and stainless steel appliances.<|endoftext|><|endoftext|><|endoftext|><|en,0
a parade of motorcycles is going through a street in a city.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a modern flush toilet in a bathroom with a sink and a toilet.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a small box filled with four green vegetables.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a classic car sitting beside the road with people in the back.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
fog is in the air at an airport.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
three little dogs looking out a car window.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a young man drinking from a water fountain.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
an airplane with its landing wheels out landing on the runway.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
little birds sitting on the shoulder of a road.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a woman walking her dog on the sidewalk next to a car. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a man with a bike at a marathons race.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
the top of a giraffe's head is hanging from a giraffe's neck.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a plane that is taking off at an airport.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a man is sitting on a bench next to a truck.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
people are waiting for the bus near a bus stop.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
the kitchen has a white door with a window.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a man sleeping with his cat next to a toilet.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a kitchen and dining room area with a sink and counter top.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
four urinals in a public restroom with a wooden bench.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
an red and white airplane is in the air.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a black cat drinking water from a toilet.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
well kept kitchen with marble counter tops and brown cabinets.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a hope office setup of computers and printers with a computer and a printer.<|endoftext|><|endoftext|><|endoftext|>,0
a person walking through the rain with an umbrella.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a small child climbs atop a large motorcycle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a large u.s air force plain on the left.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a black and white photo of an older man in a bath tub.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a bathroom with four urinals on the wall.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a picture of a modern looking kitchen area with a large window.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
"a home office with laptop, printer, and other things in it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en",0
two people on the snow for cross country skiing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
riding a motorcycle down a street that is covered in graffiti.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
"a kitchen stove, sink, and counter with a refrigerator and refrigerator.<|endoftext|><|endoftext|><|endoftext|><|en",0
a man is sitting on a bench next to two bicycles.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a crowd of people are waiting to get into the bathroom<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
"an all white kitchen with an electric stove, refrigerator and sink.<|endoftext|><|endoftext|><|endoftext|><|endofte",0
a cat drinking water from a toilet in a bathroom<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
an intersection during a cold and foggy time.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
an office with desk computer and chair and a computer.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a person walking in the rain while holding a water bottle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a woman driver has three dogs in the front seat<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a man takes a picture of an airplane on the ground.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
the telephone has a banana where the receiver is looking at it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
the young man is stirring his pot of food.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
off white toilet with a faucet on it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a fighter jet is flying at a fast speed that is in a city.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a public bathroom with a bunch of urinals on the walls.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
the airplane is on the runway with two cars on the side of the runway.<|endoftext|><|endoftext|><|endoftext|><|endo,0
a beautiful new kitchen with natural wood cabinets.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
the woman in the kitchen is holding a glass of water.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a young boy riding a motorcycle next to a parked car.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a white stove sits between two small counter tops.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a toilet sits next to a window and a tub.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a woman walks her dog along a city street. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a little baby is sitting on a huge table next to a person.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
an old bathroom with a row of urinals. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
"a neat, wood filled kitchen is photographed on a wall<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex",0
a woman and another woman waiting at a table.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a woman and her three dogs in a dog park.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a small bathroom with a shower curtain with black trim.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a bathroom with a map as a shower curtain.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
office setting with a lot of computer screens and a white table sitting on a counter.<|endoftext|><|endoftext|><|en,0
a couple of cars parked in a busy street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a passenger plane taking off into the sky.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a kitchen door next to a kitchen singly side by side.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a dog and a goat with their noses in a window.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a narrow kitchen ending with a chrome refrigerator.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a little boy sitting alone on a motorcycle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a girl standing next to a toilet in a bathroom.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
pedestrians walking down a sidewalk next to a traffic light.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a chef carrying a large pan inside of a kitchen with food coming out of it.<|endoftext|><|endoftext|><|endoftext|><,0
an airplane flying away in a cloudy sky.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a full bathroom with a wicker laundry basket and sink.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
two people sitting on dock looking at the ocean.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a man standing in a kitchen while closing a lid.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a small white cat on a large bowl<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
people riding bikes and cars down the street<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
a silver color jet flying through the clear sky. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a row of urinals in with an urinal in a bathroom.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
the coconut cake on a red plate is a very large dish.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a toilet and trashcan in a white bathroom.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a man stands next to his bike at a traffic light.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
two older people sitting down in front of a motorized motorcycle.<|endoftext|><|endoftext|><|endoftext|><|endoftext,0
an old man standing next to a bike.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a bathroom with pedestal sink and mirror and a window.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a photograph of a kitchen inside a house<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a bike leaning on a metal fence next to a sign.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a young person has his face close to a wall in a kitchen.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
a plane that is flying in a clear blue sky.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a person holding a skate board sitting in a field.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a brown purse abandoned on a green bench.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
empty fog covered streets in the night amongst some trees.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
"a small toilet stall with a toilet brush, a sink, and a counter.<|endoftext|><|endoftext|><|endoftext|><|endoftext|",0
a half eaten dessert cake sitting on a wooden plate.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a dual sink vanity with mirrors above the sink.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
close up of a white kitchen setup with a white counter top.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a man taking a drink from a water bottle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
the old man cross country skis through a field to the airport.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a large propeller airplane sitting on a runway.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a lot of motorbikes line up with motorcycles. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
three birds sit on the back of a plane.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a desk and chair in an office cubicle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a fireplace with a fire built in it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
a giraffe with 3 birds on his head.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
an old couple at the beach during the day.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a white stove and cabinet inside a kitchen.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
the sign of a restaurant in the outside of a building.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a decorative man sits on the ground with a dog.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a sign on a building advertising an italian restaurant.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a toilet with a hello kitty symbol on it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a picture of a woman hangs on the wall of a room<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a man sits on a street bench by a water source.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a crowd of people get ready to board a bus.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
there is a piece of cake on a table with a cake in the center. <|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a man holding some break standing by a train<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
small bathroom with a toilet and a sink.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a row of urinals stand beneath a large counter.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a white toilet sits on a tile floor under a white towel rack.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
an airport with one plane flying away and a passenger plane on the way.<|endoftext|><|endoftext|><|endoftext|><|end,0
"a counter with vegetables, knife and cutting board.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|",0
a boat that looks like a car moves on a track. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a car modified to drive in the water along a blue field.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a cat stands between two parked cars on a street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
creamy cheesecake dessert with whip cream and caramel sauce.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a delivery truck with an advertisement for entrees.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a black and white toilet with a plunger and lid.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a narrow kitchen is decorated in shades of green and brown.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a younger man and an older man skiing in the snow.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a group of motorcyclists drive down a dirt road<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a bike leaning against a sign in scopa.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a bike in front of a scenic welcome center.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a green kitchen with wooden counters and bright lighting.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
"a kitchen with a stove, sink, and stove top area.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><",0
a small kitten is sitting in a bowl of ice cream.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><,0
an opened box of four chocolate bananas.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
an old green car parked on the side of a street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|,0
a toddler sitting on a motorcycle in a field.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a cat at attention between two parked cars in a parking lot.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
jumbo jet sits on the tarmac in the middle of a city.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
"asparragus, lemons and a banana<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo",0
a cat puts her head inside of a box of food.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endo,0
a large van features an ad for a gas station. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
"a toilet has a rug, and a sink in it.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",0
a dog sitting between its masters feet on a table.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a large jet takes off from an airport with passengers on board. <|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
"a person on a bench, and one passenger on a motorcycle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft",0
women father around a desk and machinery in a warehouse.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
three dogs on the lap of a woman near an intersection.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
the view from a motorcyclist's side view of the road. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
a car modified to be a boat on a beach.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext,0
a young man and his cute cat enjoy a meal in a restaurant.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a few items sit on top of a table in a kitchen.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a dog between the feet of a person<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a sign for an italian restaurant hangs on the wall.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a man rides a motorcycle down an empty street.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|en,0
a bathroom with a poster of an ugly toilet.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endof,0
a long marble like bath room vanity with a tub and bath tub.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a sink next to a large white door.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|e,0
a dirt bike rider doing a stunt jump.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
people walking on a city street with lighted cars.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
"a clean, european toilet with a towel in the middle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext",0
a bathroom with only a toilet and tub.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|,0
a flock of birds sits on top of a tree with a tree on the back.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>,0
a couple of birds fly through a blue sky. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
two husky dogs ride in a car.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
a picture advertising arizona tourism in a beautiful city.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|end,0
a man is playing a fiddle in the kitchen. <|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoft,0
an older man is wearing a funny hat and a motorcycle.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftex,0
a woman's purse sitting on a park bench next to a car.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endofte,0
